Department Name,Address:,Specification,Brand,Model No,Serial No,Warranty Period,Category
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2507334,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2506122,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2509254,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2508050,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2505372,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2504436,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2508464,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2507316,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2506792,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2509146,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2506388,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2505628,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2508128,3 Years,UPS
Directorate of Printing and Stationary ,"Directorate of Printing and Stationary, 14/12, Sarojini Naidu Marg, Civil Lines, Prayagraj, Uttar Pradesh - 211001",BPE UPS 650VA,BPE,BPE650,M0071L2508818,3 Years,UPS
